Código Localidade;Logradouro;Bairro;Município;UF
95860000;LOCALIDADE RINCAO PEDRO MARQUES;PRIMEIRO DISTRITO;TAQUARI;RS
02734000;AVENIDA ITABERABA;NOSSA SENHORA DO O;SAO PAULO;SP
87308450;AVENIDA GUILHERME DE P XAVIER;VILA URUPES;CAMPO MOURAO;PR
88113650;RUA GERAL;BARREIROS;SAO JOSE;SC
88015200;AVENIDA RIO BRANCO;CENTRO;FLORIANOPOLIS;SC
40301155;RUA JJ SEABRA;SANTANA;SALVADOR;BA
26285060;AVENIDA GOVERNADOR ROBERTO SILVEIRA;CENTRO;NOVA IGUACU;RJ
20090000;AVENIDA RIO BRANCO;CENTRO;RIO DE JANEIRO;RJ
37195000;PRACA JOAO MACIEL NEIVA;CENTRO;SANTANA DA VARGEM;MG
58394000;RUA BENTO FURTADO;CENTRO;BORBOREMA;PB
80310000;AVENIDA NOSSA SRA APARECIDA;SEMINARIO;CURITIBA;PR
70235510;CL QUADRA 205 BLOCO A;ASA SUL;BRASILIA;DF
60873585;RUA A;PAUPINA;FORTALEZA;CE
93950000;TRAVESSA LUIS PETZINGER;SAO JOAO;DOIS IRMAOS;RS
09230700;AVENIDA MARTIM FRANCISCO;VILA ALTO SANTO ANDRE;SANTO ANDRE;SP
27351720;ESTRADA GOVERNADOR CHAGAS FREITAS;COLONIA SANTO ANTONIO;BARRA MANSA;RJ
95186000;RUA PADRE PEDRO PICCOL;ARCOVERDE;CARLOS BARBOSA;RS
35588000;RUA DOUTOR OLINTO FONSECA;CENTRO;ARCOS;MG
18730000;RUA XV DE NOVEMBRO;CENTRO;ITAI;SP
96540000;RUA INDEPENDENCIA;CENTRO;AGUDO;RS
82540091;RUA DESAURELIO FEIJO;BOA VISTA;CURITIBA;PR
57020340;RUA BARAO DE PENEDO;CENTRO;MACEIO;AL
69033000;AVENIDA SAO JORGE;SAO JORGE;MANAUS;AM
79085000;AVENIDA MARECHAL DEODORO;GUANANDI;CAMPO GRANDE;MS
15807255;RUA OLAVIO SERPA;PARQUE GLORIA III;CATANDUVA;SP
11601042;AVENIDA DORIS;CANTO DO MAR;SAO SEBASTIAO;SP
07034000;RODOVIA PRESIDENTE DUTRA;JARDIM SANTA FRANCISCA;GUARULHOS;SP
59584000;RUA DESEMBARGADOR AMARO MARINHO;CONJUNTO NOVO HORIZONTE;TOUROS;RN
57525000;RUA PRESIDENTE GETULIO VARGAS;LUIZ G DE CARVALHO;OURO BRANCO;AL
16920000;SITIO MONTE MOR;CORREGO SAO ROBERTO;CASTILHO;SP
75840000;RUA 8;BELA VISTA;SANTA RITA DO ARAGUAIA;GO
76940000;AVENIDA GOIANIA;CENTRO;ROLIM DE MOURA;RO
12460000;RUA MARIA A IOCI FERREIRA;AGUA SANTA;CAMPOS DO JORDAO;SP
79070150;RUA BARAO DE LIMEIRA;UNIVERSITARIO;CAMPO GRANDE;MS
73928970;AVENIDA BRASILIA;SETOR CENTRAL;IACIARA;GO
21941914;AVENIDA HORACIO MACEDO;CIDADE UNIVERSITARIA;RIO DE JANEIRO;RJ
89136000;RODOVIA BR 470;DIAMANTE;RODEIO;SC
08575220;RUA COM LEILA NAZZARRO;CIDADE KEMEL;ITAQUAQUECETUBA;SP
88804360;RUA CONEGO ANIBAL MARIA DI FRANCIA;PINHEIRINHO;CRICIUMA;SC
03450000;AVENIDA ITAQUERA;PARQUE MARIA LUIZA;SAO PAULO;SP
35030390;RUA MOREIRA SALES;VILA BRETAS;GOVERNADOR VALADARES;MG
37950000;RUA JOSE OSIAS DE SILLOS;JARDIM MORADA DO SOL;SAO SEBASTIAO DO PARAISO;MG
49065330;RUA EDUARDO CRUZ;INDUSTRIAL;ARACAJU;SE
02318070;RUA VICENTE MACHADO;JARDIM MARIO FONSECA;SAO PAULO;SP
37710220;RUA PAULO PEREIRA ROCHA;JARDIM ITAMARATY II;POCOS DE CALDAS;MG
30315500;RUA CALIFORNIA;SION;BELO HORIZONTE;MG
87505040;RUA IGUACU;JARDIM PRESIDENTE;UMUARAMA;PR
79654000;RUA EDUARDO GALVAO;NUCLEO DO ARAPUA;TRES LAGOAS;MS
49400000;RUA DA TORRE;NOVO HORIZONTE;LAGARTO;SE
01452001;AVENIDA BRIGADEIRA FARIA LIMA;JARDIM PAULISTANO;SAO PAULO;SP
97544400;RUA PERU;VERA CRUZ;ALEGRETE;RS
99900000;RUA JACOB GREMMELMAIER;CHAMPAGNAT;GETULIO VARGAS;RS
88058047;VIA MARGINAL RODOVIA SC;VARGEM DO BOM JESUS;FLORIANOPOLIS;SC
17290000;RUA VIRGILIO ENEI;CENTRO;MACATUBA;SP
29400000;RUA MARIA JOSEFINA DE RESENDE;SERRA;MIMOSO DO SUL;ES
06711360;RUA TIMBURI;CHACARA CANTA GALO;COTIA;SP
30310530;AVENIDA FRANCISCO DESLANDES;ANCHIETA;BELO HORIZONTE;MG
35701390;AVENIDA RAIMUNDO GERALDINO FONSECA;CANADA;SETE LAGOAS;MG
60411135;AVENIDA DOS EXPEDICIONARIOS;AEROPORTO;FORTALEZA;CE
30260444;AVENIDA FRANCISCO DE SA;CENTRO;BELO HORIZONTE;MG
52090260;AVENIDA NORTE;MACAXEIRA;RECIFE;PE
22745004;ESTRADA DOS TRES RIOS;JACAREPAGUA;RIO DE JANEIRO;RJ
18460000;SITIO PONTE ALTA;PONTE ALTA;ITARARE;SP
35703031;RUA VEREADORA LUCIA FONSECA;BELA VISTA;SETE LAGOAS;MG
18160000;ESTRADA DO CAPAO REDONDO;CAPAO REDONDO;SALTO DE PIRAPORA;SP
88130040;RUA NOSSA S DOS NAVEGANTES;BARRA DO ARIRIU;PALHOCA;SC
35010151;AVENIDA MINAS GERAIS;CENTRO;GOVERNADOR VALADARES;MG
28610340;RUA NICOLAU GACHET;SUICO;NOVA FRIBURGO;RJ
79006820;AVENIDA PRESIDENTE ERNESTO GEISEL;JOCKEY CLUBE;CAMPO GRANDE;MS
32672145;AVENIDA SAO PAULO;CASA;BETIM;MG
01000000;RUA ANTONIO J DE MEDEIROS;ITAIM PAULISTA;SAO PAULO;SP
17202480;RUA DOUTOR LAURO PAIVA;VILA PAULISTA;JAU;SP
89208635;RUA DOS TABAJARAS;PETROPOLIS;JOINVILLE;SC
05030020;RUA CUXIPONES;JARDIM VERA CRUZ;SAO PAULO;SP
64900000;RODOVIA BR 135;ZONA RURAL;BOM JESUS;PI
08420700;RUA SAO JOAO MARCOS;JARDIM SAO PEDRO;SAO PAULO;SP
40800570;AVENIDA AFRANIO PEIXOTO;PARIPE;SALVADOR;BA
75400000;RUA 16;JARDIM SOLAR PARK;INHUMAS;GO
38440262;RUA ANTONIO LEMOS DA SILVA;CENTRO;ARAGUARI;MG
74510020;AVENIDA HONESTINO GUIMARAES;CAMPINAS;GOIANIA;GO
57200000;AVENIDA CANDIDO TOLEDO;SANTA LUZIA;PENEDO;AL
91140310;BECO JOSE PARIS;SARANDI;PORTO ALEGRE;RS
85884000;RUA PARANA;CENTRO;MEDIANEIRA;PR
21853480;ESTRADA DO MANGUARIBA;SANTA CRUZ;RIO DE JANEIRO;RJ
15505171;RUA SANTA CATARINA;PATRIMONIO VELHO;VOTUPORANGA;SP
69375000;AVENIDA SAO PAULO;CENTRO;SAO JOAO DA BALIZA;RR
13405190;ESTRADA CHACARA AGUA SECA;SERTAOZINHO;PIRACICABA;SP
75707360;RUA AMERICANO DO BRASIL;SAO FRANCISCO;CATALAO;GO
46810000;RUA GILDA AGUIAR KARAOGLAN;CENTRO;UTINGA;BA
30110929;AVENIDA DO CONTORNO;FUNCIONARIOS;BELO HORIZONTE;MG
41600750;RUA JOSE AUGUSTO TOURINHO DANTAS;STELLA MARIS;SALVADOR;BA
90830630;RUA PADRE LIMA;SANTA TEREZA;PORTO ALEGRE;RS
58600000;RUA JOSE DIOMEDES DANTAS;SAO SEBASTIAO;SANTA LUZIA;PB
95340000;RUA PINHEIRO MACHADO;CENTRO;NOVA BASSANO;RS
07020010;AVENIDA EMILIO RIBAS;JARDIM TIJUCO;GUARULHOS;SP
59070470;RUA ITAPORANGA;CIDADE DA ESPERANCA;NATAL;RN
65950000;RUA SETE;VILA SAMPAIO;BARRA DO CORDA;MA
03735240;RUA CRISTOVAO CAMARGO;VILA ARAGUAIA;SAO PAULO;SP
18079725;RUA PROFESSOR JORGE CARVALHO DE MORAES;CONJUNTO HABITACIONAL ANA PAULA ELEUTERIO;SOROCABA;SP
20771004;AVENIDA SUBURBANA;DEL CASTILHO;RIO DE JANEIRO;RJ
72815510;RUA 16;PARQUE JK;LUZIANIA;GO
97195000;RUA FRANCISCO GUERINO;CENTRO;SILVEIRA MARTINS;RS
08081630;RUA JETAIBA;JARDIM SAO MARTINHO;SAO PAULO;SP
06083000;AVENIDA DOM PEDRO I;VILA OSASCO;OSASCO;SP
71820801;QS 8 CONJUNTO 1 A;RIACHO FUNDO I;BRASILIA;DF
30575180;AVENIDA PROFESSOR MARIO WERNECK;BURITIS;BELO HORIZONTE;MG
30110035;AVENIDA DO CONTORNO;FUNCIONARIOS;BELO HORIZONTE;MG
03717000;AVENIDA ASSIS RIBEIRO;JARDIM PIRATININGA;SAO PAULO;SP
58400100;RUA MACIEL PINHEIRO;CENTRO;CAMPINA GRANDE;PB
89817000;AVENIDA JOAO BATISTA DAL PIVA;CENTRO;GUATAMBU;SC
71727002;QN 513 CONJUNTO B;SAMAMBAIA;BRASILIA;DF
13345360;AVENIDA FRANCISCO DE PAULA LEITE;NUCLEO HABITACIONAL BRIGADEIRO FARIA LIMA;INDAIATUBA;SP
71679600;QI 23;SETOR DE HABITACOES INDIVIDUAIS SUL;BRASILIA;DF
45600767;RUA D LOTEAMENTO JARDIM GRAPIUNA;SANTO ANTONIO;ITABUNA;BA
70673601;SHCSW QUADRA 301 BLOCO A;SETOR SUDOESTE;BRASILIA;DF
74215020;AVENIDA T 009;SETOR BUENO;GOIANIA;GO
27250150;RUA RIO NEGRO;AGUA LIMPA;VOLTA REDONDA;RJ
06449170;RUA CIPRESTE;PARQUE VIANA;BARUERI;SP
15760000;SITIO SAO FRANCISCO;CORREGO DA PERDIZ;URANIA;SP
62690000;RUA SAO PEDRO;FLECHEIRAS;TRAIRI;CE
15051000;AVENIDA DANILO GALEAZZI;JARDIM SEYON;SAO JOSE DO RIO PRETO;SP
58038000;AVENIDA MONTEIRO DA FRANCA;MANAIRA;JOAO PESSOA;PB
78578000;RUA DAS ROSAS;CENTRO;IPIRANGA DO NORTE;MT
79970000;AVENIDA TANCREDO DE ALMEIDA NEVES;CENTRO;ELDORADO;MS
06864370;RUA JORGE AMADO;JARDIM JACIRA;ITAPECERICA DA SERRA;SP
95020180;RUA VISCONDE DE PELOTAS;CENTRO;CAXIAS DO SUL;RS
26535330;ESTRADA GENERAL MENA BARRETO;CENTRO;NILOPOLIS;RJ
36420000;RUA CEREJEIRA;BELVEDERE;OURO BRANCO;MG
13190000;RUA CARLOS WELLENDORF ANTIGA;JARDIM PANORAMA;MONTE MOR;SP
60872310;RUA SAO JAIRO;COACU;FORTALEZA;CE
58013120;AVENIDA ALMIRANTE BARROSO;CENTRO;JOAO PESSOA;PB
65058538;AVENIDA DOIS;CIDADE OLIMPICA;SAO LUIS;MA
88490970;RUA SANTA CATARINA;CENTRO;PAULO LOPES;SC
79560000;RUA BRASIL;PARQUE UNIAO;CHAPADAO DO SUL;MS
04710010;RUA DIOGO DE QUADROS;SANTO AMARO;SAO PAULO;SP
06783060;RUA CAMPOS SALES;JARDIM SAPORITO;TABOAO DA SERRA;SP
97573000;RUA DOS ANDRADAS;CENTRO;SANTANA DO LIVRAMENTO;RS
06787535;RUA VEREADOR MODESTO NAZARE SILVA;JARDIM SAINT MORITZ;TABOAO DA SERRA;SP
56320470;RUA SANTA CATARINA;JOSE E MARIA;PETROLINA;PE
39120000;RODOVIA BR 256;SAO LUCAS;GOUVEIA;MG
69082230;AVENIDA COSME FERREIRA;COROADO;MANAUS;AM
37490000;RUA MARINGA;CIDADE SUL I;SAO GONCALO DO SAPUCAI;MG
89065100;RUA ENGUDO DEEKE;SALTO DO NORTE;BLUMENAU;SC
63430000;LOCALIDADE BR 116;ZONA RURAL;ICO;CE
55415000;RODOVIA ENTRONCAMENTO DA BR;ZONA RURAL;QUIPAPA;PE
65905020;RUA DOM EVARISTO ARNS;BOM SUCESSO;IMPERATRIZ;MA
14708222;ALAMEDA FLORCENA AMORIM RIMOLI;JARDIM MENINO DEUS II;BEBEDOURO;SP
11070001;RUA ALMIRANTE BARROSO;CAMPO GRANDE;SANTOS;SP
99970000;LI REGINATTO;1 DISTRITO;CIRIACO;RS
19060700;RUA JOAQUIM JESUS DOS SANTOS;CENTRAL PARK;PRESIDENTE PRUDENTE;SP
07240060;RUA PORTO VELHO;JARDIM CUMBICA;GUARULHOS;SP
60040081;RUA DOMINGOS OLIMPIO;BENFICA;FORTALEZA;CE
39400465;RUA CRISTIANO DO O;VILA GUILHERMINA;MONTES CLAROS;MG
70640543;RUA CENTRO COMERCIAL;CRUZEIRO VELHO;BRASILIA;DF
06765000;ESTRADA SAO FRANCISCO;PARQUE TABOAO;TABOAO DA SERRA;SP
36500000;RUA ANTENOR MACHADO;CENTRO;UBA;MG
93800014;AVENIDA JOAO CORREA;CENTRO;SAPIRANGA;RS
81312120;RUA ERNESTO BISCARDI;CIDADE INDUSTRIAL;CURITIBA;PR
60341270;RUA RIO PARAGUAI;JARDIM IRACEMA;FORTALEZA;CE
05185420;RUA PERA MARMELO;JARDIM SANTA LUCRECIA;SAO PAULO;SP
20715430;RUA LUIS REGAZZI;LINS DE VASCONCELOS;RIO DE JANEIRO;RJ
15895000;RUA JOAO ANTONIO FACIO;ESTANCIA DAS PAINEIRAS;CEDRAL;SP
11460001;VIA SANTOS DUMONT;PAE CARA;GUARUJA;SP
45065000;AVENIDA MONGOIO;PATAGONIA;VITORIA DA CONQUISTA;BA
05411000;RUA SALVADOR DIAS;JARDIM PEDREIRA;SAO PAULO;SP
85813100;RUA MANAUS;SAO CRISTOVAO;CASCAVEL;PR
94150040;RUA LAGOA VERMELHA;VERA CRUZ;GRAVATAI;RS
94445000;ESTRADA DOS CUNHAS;SANTO ONOFRE;VIAMAO;RS
96770000;ESTRADA PICADA DA CRUZ;INTERIOR;CERRO GRANDE DO SUL;RS
08431260;AVENIDA BOAVENTURA DIAS;JARDIM AURORA;SAO PAULO;SP
59504000;RUA ALTO DA LUZIA;PENDENCIAS DE CIMA;PENDENCIAS;RN
35010130;RUA ISRAEL PINHEIRO;CENTRO;GOVERNADOR VALADARES;MG
75818970;RUA JOAO VIEIRA MACHADO;CENTRO;ITAJA;GO
91170200;RUA DOS MAIAS;RUBEM BERTA;PORTO ALEGRE;RS
84950000;AVENIDA PRESIDENTE VARGAS;CENTRO;WENCESLAU BRAZ;PR
09361340;AVENIDA JOSE RICARDO NALLE;VILA MERCEDES;MAUA;SP
65903140;RODOVIA BR 10;MARANHAO NOVO;IMPERATRIZ;MA
69400000;P;CENTRO;MANACAPURU;AM
88523000;AVENIDA LUIZ DE CAMOES;CORAL;LAGES;SC
45000400;RUA GOES CALMON;CENTRO;VITORIA DA CONQUISTA;BA
45652115;AVENIDA CANAVIEIRAS;CENTRO;ILHEUS;BA
57052480;AVENIDA MENDONCA JUNIOR;GRUTA DE LOURDES;MACEIO;AL
06341160;RUA ITAJUBA;PARQUE SANTA TERESA;CARAPICUIBA;SP
08390515;RUA CAMINHO DO PEDESTRE D;JARDIM SANTO ANDRE;SAO PAULO;SP
89120000;RUA BLUMENAU;ARAPONGUINHAS;TIMBO;SC
14405342;RUA FRANCISCO MARQUES;V S SEBASTIAO;FRANCA;SP
78055857;RUA H;JARDIM UNIAO;CUIABA;MT
04017050;RUA PROFESSOR FRONTINO GUIMARAES;VILA MARIANA;SAO PAULO;SP
03279000;RUA HERWIS;VILA EMA;SAO PAULO;SP
65580000;AVENIDA PAXICAR;PAXICAR;TUTOIA;MA
01441000;ALAMEDA GABRIEL MONTEIRO DA SILVA;JARDIM AMERICA;SAO PAULO;SP
23520660;ESTRADA DE SEPETIBA;SANTA CRUZ;RIO DE JANEIRO;RJ
93804544;RUA BOM FIM;OESTE;SAPIRANGA;RS
18053525;RUA VALMIR VITORIO SEGURA;PARQUE DOS EUCALIPTOS;SOROCABA;SP
36400000;RUA DA PAZ;SAG COR DE JESUS;CONSELHEIRO LAFAIETE;MG
90560000;AVENIDA CRISTOVAO COLOMBO;FLORESTA;PORTO ALEGRE;RS
85708000;RUA FERMINO;CENTRO;BOM JESUS DO SUL;PR
88818000;RUA VERGILIO MONDARDO;VILA ISABEL;CRICIUMA;SC
31920320;RUA BENTO GONCALVES FILHO;FERNAO DIAS;BELO HORIZONTE;MG
13734585;RUA JOSE DUARTE CANEROSSI;CONJUNTO HABITACIONAL NELSON NIERO;MOCOCA;SP
76888000;RODOVIA BR 421;SETOR INDUSTRIAL;MONTE NEGRO;RO
11750000;AVENIDA PADRE ANCHIETA;STELLA MARIS;PERUIBE;SP
53030020;RUA SEVERINA MAGALHAES;SANTA TEREZA;OLINDA;PE
37701012;RUA SAO PAULO;CENTRO;POCOS DE CALDAS;MG
18320000;RODOVIA SP 250;TAQUARUSSU;APIAI;SP
30320000;AVENIDA CELSO PORFIRIO MACHADO;BELVEDERE;BELO HORIZONTE;MG
72960000;PRACA WALDEMAR GOMES TELLES;CENTRO;CORUMBA DE GOIAS;GO
36947000;RUA DELEGADO ALACRINO PEREIRA DUTRA;CENTRO;CONCEICAO DE IPANEMA;MG
48005060;RUA SETE DE SETEMBRO;CENTRO;ALAGOINHAS;BA
15108000;RUA MIGUEL SUFIT;JARDIM PRIMAVERA;IPIGUA;SP
54110000;RUA BARAO DE LUCENA;CENTRO;JABOATAO DOS GUARARAPES;PE
36325000;RUA INCONFIDENTES;CENTRO;TIRADENTES;MG
45710000;RUA DUQUE DE CAXIAS;CENTRO;ITORORO;BA
36037720;RUA PROFESSOR VIRGILIO PEREIRA DA SILVA;VINA DEL MAR;JUIZ DE FORA;MG
58784000;PRACA DA MATRIZ;CENTRO;SAO JOSE DE CAIANA;PB
06414005;RUA SEIKITI NAKAYAMA;JARDIM TUPANCI;BARUERI;SP
69680000;RUA VICTOR GARCIA;CENTRO;SANTO ANTONIO DO ICA;AM
78340000;RODOVIA MT 338;ZONA RURAL;JURUENA;MT
76801186;RUA RUI BARBOSA;ARIGOLANDIA;PORTO VELHO;RO
21250520;RUA CAPITAO CRUZ;CORDOVIL;RIO DE JANEIRO;RJ
60050220;RUA JUVENAL DE CARVALHO;FATIMA;FORTALEZA;CE
88801970;AVENIDA DOS IMIGRANTES;RIO MAINA;CRICIUMA;SC
45810000;AVENIDA DOS NAVEGANTES;PACATA SEDE;PORTO SEGURO;BA
05777000;ESTRADA DO CAMPO LIMPO;VILA PREL;SAO PAULO;SP
64215820;AVENIDA DEPUTADO PINHEIRO MACHADO;RODOVIARIA;PARNAIBA;PI
78028225;RUA TRINTA;JARDIM INDUSTRIARIO I;CUIABA;MT
03074000;AVENIDA CONDESSA ELISAB ROBIANO;PARQUE SAO JORGE;SAO PAULO;SP
48950000;DISTRITO CALDEIRAO DO ALMEIDA RUA NSA DAS GRACAS;DIST CALDEIRAO DO ALMEIDA;UAUA;BA
78200000;FAZENDA SOTECO;ZONA RURAL;CACERES;MT
98905000;RUA CASSEMIRO KOCHEWITZ;CENTRO;ALEGRIA;RS
76861970;AVENIDA COSTA E SILVA;CENTRO;ITAPUA DO OESTE;RO
07270130;RUA RIACHAO JACUIPE;JARDIN LEBLON;GUARULHOS;SP
88708100;RUA AUGUSTO HULSE;HUMAITA DE CIMA;TUBARAO;SC
41635151;AVENIDA DORIVAL CAYMMI;ITAPUA;SALVADOR;BA
77615000;PRACA 5 DE JANEIRO;CENTRO;SANTA TEREZA DO TOCANTINS;TO
30640050;RUA FLAVIO MARQUES LISBOA;BARREIRO;BELO HORIZONTE;MG
89203560;RUA CORONEL SANTIAGO;ANITA GARIBALDI;JOINVILLE;SC
32015240;RUA QUATORZE;INCONFIDENTES;CONTAGEM;MG
26035270;AVENIDA DAS NACOES;ENGENHEIRO PEDREIRA;NOVA IGUACU;RJ
08775520;AVENIDA EZELINO DA CUNHA GLORIA;JARDIM MARICA;MOGI DAS CRUZES;SP
18190000;RUA SETE DE SETEMBRO;CENTRO;ARACOIABA DA SERRA;SP
66017010;RUA ARISTIDES LOBO;CENTRO;BELEM;PA
80000000;AVENIDA IGUACU;AGUA VERDE;CURITIBA;PR
84240000;RUA PADRE GERONIMO F PEREIRA;JARDIM PRIMAVERA;PIRAI DO SUL;PR
88135102;RUA SAO VICENTE;ARIRIU;PALHOCA;SC
11660905;RUA ARTHUR COSTA FILHO;CENTRO;CARAGUATATUBA;SP
06804240;RUA DA REPARTICAO;FONTE DOS JESUITAS;EMBU DAS ARTES;SP
14990000;FAZENDA SAO JUDAS TADEU;CACHOEIRA;IRAPUA;SP
69048197;ESTRADA DO CONTORNO;CENTRO INDUSTRIAL;MANAUS;AM
39550000;AVENIDA AMAZONAS;CENTRO;TAIOBEIRAS;MG
37145000;RUA TAMOIOS;CENTRO;ALTEROSA;MG
86720970;RUA CAMPOS SALES;CENTRO;SABAUDIA;PR
55820000;LOCALIDADE FAZENDA TORREAO;SEDE;LAGOA DO CARRO;PE
08032650;RUA PADRE NILDO DO AMARAL JUNIOR;JARDIM GIANETTI;SAO PAULO;SP
35700058;RUA NESTOR FOSCOLO;CENTRO;SETE LAGOAS;MG
60140000;RUA BARBARA DE ALENCAR;ALDEOTA;FORTALEZA;CE
83507020;RUA CORONEL PROCOPIO GOMES;PLANTA VILA RICA;ALMIRANTE TAMANDARE;PR
84145000;AVENIDA DAS FLORES;CENTRO;CARAMBEI;PR
14783248;RUA 18;ORTEGA;BARRETOS;SP
28970000;AVENIDA ARARUAMA;VILA CAPRI;ARARUAMA;RJ
56520000;RUA AURORA LAERTE CAVALCANTI;CENTRO;BUIQUE;PE
45602748;RUA BERILO GUIMARAES;CENTRO;ITABUNA;BA
64018500;AVENIDA BARAO DE GURGUEIA;VERMELHA;TERESINA;PI
45051015;AVENIDA PARAIBA;BRASIL;VITORIA DA CONQUISTA;BA
65300000;RUA MARECHAL DEODORO;CANECAO;SANTA INES;MA
13460000;RUA DAS CRIANCAS;JARDIM N SRA FATIMA;NOVA ODESSA;SP
75450000;FAZENDA TRES BARRAS;ZONA RURAL;ITAUCU;GO
08710060;PRACA JOAO PESSOA;CENTRO;MOGI DAS CRUZES;SP
17300000;AVENIDA GUARANY;CORADI;DOIS CORREGOS;SP
29400000;DOUTOR JOSE COELHO DOS SANTOS;;MIMOSO DO SUL;ES
60331270;RUA PERI;BARRA DO CEARA;FORTALEZA;CE
12720690;RUA JOAO MARCONDES CASTRO;;CRUZEIRO;SP
86170970;RUA DOUTOR VACYR GONCALVES PEREIRA;CENTRO;SERTANOPOLIS;PR
70318900;SCS;BRASILIA;BRASILIA;DF
89870970;RUA JOAO PESSOA;CENTRO;PINHALZINHO;SC
37564000;AVENIDA MAGALHAES PINTO;CENTRO;BORDA DA MATA;MG
29070150;AVENIDA PRESIDENTE COSTA E SILVA;REPUBLICA;VITORIA;ES
78700110;AVENIDA MARECHAL DUTRA;CENTRO;RONDONOPOLIS;MT
72120080;QND;TAGUATINGA NORTE;BRASILIA;DF
44255000;RUA TEODORO PINHEIRO;CENTRO;IRARA;BA
45780000;RUA TOMAS LEMOS;CENTRO;ITARANTIM;BA
55004001;TRAVESSA DOS GUARARAPES;NOSSA SENHORA DAS DORES;CARUARU;PE
58400038;RUA IREMAR VILARIM;CENTRO;CAMPINA GRANDE;PB
29360000;RUA VEREADOR ANISIO NOVAES;INDEPENDENCIA;CASTELO;ES
01429001;RUA DOUTOR JOAO PINHEIRO;JARDIM PAULISTA;SAO PAULO;SP
85856000;AVENIDA REPUBLICA ARGENTINA;JARDIM ESMERALDA;FOZ DO IGUACU;PR
69945000;ESTRADA KM;ZONA RURAL;ACRELANDIA;AC
72736003;QUADRA 3;BRAZLANDIA;BRASILIA;DF
14409306;RUA DRAUZIO MMDC;VILA SANTA TEREZINHA;FRANCA;SP
13280000;RUA MINAS GERAIS;JARDIM BRASIL;VINHEDO;SP
14801250;AVENIDA PADRE FRANC COLTURATO;SAO GERALDO;ARARAQUARA;SP
20021330;TRAVESSA SANTA LUZIA;CENTRO;RIO DE JANEIRO;RJ
63250000;TRECHO CORONEL GOMES;CENTRO;MILAGRES;CE
18230000;SITIO SAO JOSE;POCINHO;SAO MIGUEL ARCANJO;SP
35590000;RUA MODESTO GOMES;AMERICO SILVA;LAGOA DA PRATA;MG
89819000;LINHA TRES IRMAOS;INTERIOR;CORDILHEIRA ALTA;SC
44573160;TRAVESSA DO AREIAL;SAO BENEDITO;SANTO ANTONIO DE JESUS;BA
85884000;RUA WADIS DALL OGLIO;JARDIM IRENE;MEDIANEIRA;PR
79790000;AVENIDA GENARIO DA COSTA MATOS;CENTRO;DEODAPOLIS;MS
30140061;RUA DOS TIMBIRAS;FUNCIONARIOS;BELO HORIZONTE;MG
29706010;AVENIDA SILVIO AVIDOS;SAO SILVANO;COLATINA;ES
12460000;AVENIDA FREI ORESTES GIRARDI;VILA ABERNESSIA;CAMPOS DO JORDAO;SP
78455000;AVENIDA AMAZONAS;MENINO DEUS;LUCAS DO RIO VERDE;MT
59065780;AVENIDA GOVERNADOR TARCISIO DE VASCONCELOS MAIA;CANDELARIA;NATAL;RN
76997970;AVENIDA INTEGRACAO NACIONAL;CENTRO;CEREJEIRAS;RO
66085005;AVENIDA PEDRO MIRANDA;PEDREIRA;BELEM;PA
18301313;RUA CASIMIRO FERREIRA;VILA SAO JUDAS THADEU;CAPAO BONITO;SP
65300046;RUA DO COMERCIO;CENTRO;SANTA INES;MA
29016540;ESCD EZEQUIEL CORREIA DE OLIVEIRA;PIEDADE;VITORIA;ES
26020700;RUA F;ALTO DA POSSE;NOVA IGUACU;RJ
11310000;RUA PADRE ANCHIETA;CENTRO;SAO VICENTE;SP
74932520;RUA 32;GARAVELO RESIDENCIAL PARK;APARECIDA DE GOIANIA;GO
04029902;AVENIDA IBIRAPUERA;CAMPO BELO;SAO PAULO;SP
13380000;SITIO SAO JOAO;SANTA MARIA;MOMBUCA;SP
13390000;SITIO SANTO ANTONIO;SEDE;RIO DAS PEDRAS;SP
17800000;SITIO BOA VISTA;ESTRADA SEIS;ADAMANTINA;SP
16950000;CHACARA SAO FRANCISCO;LORIS CALESTINI;MURUTINGA DO SUL;SP
17290000;FAZENDA RETIRO DOS PATOS;RETIRO DOS PATOS;MACATUBA;SP
01310000;AVENIDA PAULISTA;BELA VISTA;SAO PAULO;SP
38610000;RUA JOAQUIM SOUTO;SANTA CLARA;UNAI;MG
62320000;AVENIDA MARIO ANDREAZA;CENTRO;TIANGUA;CE
74495350;RUA VC 058;CONJUNTO VERA CRUZ;GOIANIA;GO
36880000;RUA SILVEIRA BRUM;CENTRO;MURIAE;MG
68515000;CONJUNTO HABITAT FELIZ;CASAS POPULARES;PARAUAPEBAS;PA
06764420;RUA ANA AUGUSTA NOGUEIRA;JARDIM TRES IRMAOS;TABOAO DA SERRA;SP
40243000;RUA ALMIRANTE ALVES CAMARA;ENGENHO VELHO DE BROTAS;SALVADOR;BA
76963692;AVENIDA BELO HORIZONTE;JARDIM CLODOALDO;CACOAL;RO
38625000;RUA JOSE ALVIM;PALMITAL;CABECEIRA GRANDE;MG
54100141;RUA ALTO DA BELA VISTA;PADRE ROMA;JABOATAO DOS GUARARAPES;PE
86039090;AVENIDA SANTOS DUMONT;BOA VISTA;LONDRINA;PR
01444010;RUA DOUTOR OLIVEIRA PINTO;JARDIM PAULISTANO;SAO PAULO;SP
